OBJECTID,GID,RR_ABRVN,RR_COMPANY,RR_STATUS,RR_TYP,RR_NBR,GRID_OP,CREATE_DT,CREATE_NM,EDIT_DT,EDIT_NM,SHAPE_Length,WKT
1,86,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0005511345028990653,"MULTILINESTRING ((-98.22972847999995 29.652609020000057, -98.23011470599994 29.652215855000065))"
2,87,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0001518982625341776,"MULTILINESTRING ((-98.25912143099998 29.634277002000033, -98.25899051499994 29.634354035000058))"
3,88,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.005447565659237145,"MULTILINESTRING ((-95.10361504799994 29.52898875300008, -95.10575656899994 29.531291343000078, -95.10590913699997 29.531429296000056, -95.10607758299994 29.531545576000042, -95.10628396999994 29.53165085100005, -95.10650583699999 29.531728458000032, -95.10673833299995 29.531776672000035, -95.10697639999995 29.531794442000034, -95.10721001699994 29.531782018000058, -95.10744387399996 29.53173907400003, -95.10766351299998 29.531668296000078, -95.10788745599996 29.53156341300007))"
4,89,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.003650181805382728,"MULTILINESTRING ((-95.10667254899994 29.52595489600003, -95.10647782999996 29.525679430000025, -95.10632727099994 29.525401685000077, -95.10622961299998 29.525157297000078, -95.10605043699996 29.524583103000055, -95.10597963699996 29.52442466100007, -95.10588920399994 29.524267870000074, -95.10581034799998 29.52415565700005, -95.10572242999996 29.524048708000066, -95.10471269999994 29.522936618000074))"
5,90,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.026626930290353425,"MULTILINESTRING ((-95.41293790899994 30.07087647900005, -95.41271566799998 30.070539806000056, -95.40840743099994 30.06471188200004, -95.40815981999998 30.064357302000076, -95.40798803099995 30.06408602600004, -95.40782760999997 30.063809535000075, -95.40767876799998 30.06352818000005, -95.40754173199997 30.06324234300007, -95.40741668199996 30.062952386000063, -95.40730371599994 30.06265865200004, -95.40720307399994 30.062361579000026, -95.40711325199999 30.062055869000062, -95.40471850599994 30.05322674000007, -95.40464412799997 30.05290526600004, -95.40459629699996 30.052597115000026, -95.40457079599997 30.05228696100005, -95.40456767999996 30.051976036000042, -95.40458697899999 30.051665547000027, -95.40462863099998 30.05135671100004, -95.40469242399996 30.051050790000033, -95.404778175 30.050748906000024, -95.40488547299998 30.050452328000063, -95.40622176099998 30.04712653300004, -95.40629247599998 30.04691809800005, -95.40634524499995 30.04670046800004))"
6,91,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.02392420680971384,"MULTILINESTRING ((-95.41209764699994 30.069231478000063, -95.41187541899995 30.06889477800007, -95.40866654799999 30.064553966000062, -95.40838575999999 30.064146493000067, -95.40822851399997 30.063892527000064, -95.40808152799997 30.063633964000076, -95.40794496199999 30.063371093000057, -95.40781663899998 30.063098996000065, -95.40770164299994 30.062828438000054, -95.40759749699998 30.06255457900005, -95.40750440499994 30.06227771300007, -95.40742092799996 30.061992711000073, -95.40502473399994 30.053158371000052, -95.40495794399999 30.05287049700007, -95.40491199699994 30.05257952200003, -95.40488714299994 30.05228663300005, -95.40488344199997 30.051992952000035, -95.40490138799998 30.051694330000032, -95.40494033199997 30.051402592000045, -95.40500022799995 30.05111355500003, -95.40508083399999 30.05082836400004, -95.405183863 30.05054307200004, -95.40618232599996 30.048051921000024, -95.40623762099995 30.04787381600005, -95.40627902399996 30.047692891000054, -95.40630549399998 30.047518182000033, -95.40632244999995 30.04731252600004))"
7,92,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.022318403115248554,"MULTILINESTRING ((-95.41167749399995 30.068408916000067, -95.41127040099997 30.067615815000067, -95.41115921899996 30.067429651000054, -95.41103517599998 30.06724973400003, -95.40891939999995 30.064387427000042, -95.40875220399994 30.06414944900007, -95.40859165699999 30.06390176000008, -95.40832213799996 30.063432116000058, -95.40808630499998 30.06294303900006, -95.407888185 30.06244145100004, -95.40772861399995 30.061929563000035, -95.405332462 30.053095548000044, -95.40527251699996 30.05283942500006, -95.40522820099994 30.052565686000037, -95.40520344899994 30.052285038000036, -95.40519922199996 30.05200860900004, -95.40521541099997 30.051727484000025, -95.40525135199994 30.051452807000032, -95.40530818699995 30.051175715000056, -95.40538527099994 30.05090233800007, -95.40548222299998 30.05063382000003, -95.406036353 30.049254038000072, -95.40615838999997 30.048897185000044, -95.40623276699995 30.048610435000057, -95.40628740499994 30.04832034700007, -95.40632315199997 30.048016202000042, -95.40633339799996 30.04775464800008))"
8,93,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.028443575753752712,"MULTILINESTRING ((-95.40650409199998 30.046007761000055, -95.40472535599997 30.050434404000043, -95.40463512799994 30.050683813000035, -95.40456120199997 30.050931279000054, -95.40449353299994 30.051221687000066, -95.40444613699998 30.051509276000047, -95.40441727999996 30.051804539000045, -95.40440818699994 30.052094956000076, -95.40441851499997 30.05239113700003, -95.40444788099995 30.05268053900005, -95.40449730399996 30.052973759000054, -95.40456468899998 30.05325828900004, -95.40696099099995 30.062093202000028, -95.40706345899997 30.062438119000035, -95.40717155299996 30.062750833000052, -95.40729305399998 30.063059816000077, -95.40742780799997 30.063364585000045, -95.40757278799998 30.063659356000073, -95.40773319899995 30.06395459400005, -95.40790297399997 30.064239189000034, -95.40808814499997 30.064523240000028, -95.40828175099995 30.064796070000057, -95.41340354 30.071724447000065))"
9,94,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.025239396105767645,"MULTILINESTRING ((-95.41251774399996 30.07005388700003, -95.41230198499994 30.06972607700004, -95.40854766699994 30.064647361000027, -95.40836014599995 30.06438314600007, -95.40818082699997 30.064108057000055, -95.40801350699996 30.06382731700006, -95.407858391 30.06354131100005, -95.40771571499994 30.06325044700003, -95.40758569399998 30.06295512300005, -95.40746849099997 30.06265578400007, -95.40736428899999 30.062352816000043, -95.40726861199994 30.062029903000052, -95.40487232599997 30.053195149000032, -95.40481188899997 30.052942194000025, -95.40476712999998 30.052686796000046, -95.40473818499999 30.052429673000063, -95.404724994 30.052166073000024, -95.40472816499994 30.051907716000073, -95.40474780799997 30.051644413000076, -95.404783093 30.051387893000026, -95.40483536099998 30.051127989000065, -95.40491360099998 30.050839078000024, -95.40501213699997 30.050554894000072, -95.406152465 30.047715925000034, -95.40621232399997 30.04755041100003, -95.40626004599994 30.04738193600008, -95.40629545699994 30.04721116500008, -95.40631844299998 30.047038798000074))"
10,95,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.022444858575974853,"MULTILINESTRING ((-95.41167749399995 30.068408916000067, -95.41146178099996 30.06808105300007, -95.40881359599996 30.064498625000056, -95.40862892099994 30.064238259000035, -95.40845564999995 30.06397203800003, -95.408293986 30.06370036800007, -95.40814415099999 30.063423603000047, -95.40800634599998 30.063142150000033, -95.40788080699997 30.06285639300006, -95.40776765099997 30.06256673200005, -95.407667055 30.062273606000076, -95.40757624199995 30.061966565000034, -95.40517998999997 30.05313202800005, -95.40512510499997 30.052903684000057, -95.40508303399997 30.052668079000057, -95.40505566099995 30.05243604700007, -95.40504187 30.05219789800003, -95.40504229099997 30.051964646000044, -95.40505693899996 30.051726562000056, -95.40508512399998 30.051494611000066, -95.40512805299994 30.051259102000074, -95.40520377399997 30.050960495000027, -95.405302383 30.050666987000056, -95.40615995799999 30.04853057100007, -95.40622715799998 30.048341840000035, -95.40627919399998 30.048146732000077, -95.40631403199995 30.04795423300004, -95.40633339799996 30.04775464800008))"
11,96,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.012015810305476264,"MULTILINESTRING ((-95.41349964399996 30.066096310000034, -95.41333924899999 30.06572965400005, -95.41316335999994 30.065401346000044, -95.41137810899994 30.062554892000037, -95.41127940899997 30.062377380000044, -95.41119681299995 30.06219376400003, -95.41110970699998 30.061930652000058, -95.40969370999994 30.056534938000027, -95.40964759299999 30.05633513400005, -95.40961354299998 30.056133500000044, -95.40959167699998 30.05593059800003, -95.40958207599994 30.055726983000056, -95.40958487199998 30.055519868000033, -95.40960032199996 30.055313179000052, -95.40963065199998 30.055094263000058, -95.40966669499994 30.054927835000058))"
12,97,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.010671462417163845,"MULTILINESTRING ((-95.41302955799995 30.064191696000023, -95.41291501199998 30.063911114000064, -95.41279403599998 30.063671227000043, -95.41191922199994 30.062268182000025, -95.41183041899995 30.062098168000034, -95.41175858599996 30.061916559000053, -95.40992825199999 30.05495770600004, -95.40988284399998 30.05474692200005, -95.40985661499997 30.05453647400003, -95.40984907599994 30.054327642000032, -95.40985997399997 30.054100910000045))"
23,108,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0043462405175620925,"MULTILINESTRING ((-98.39582963599997 29.427839148000032, -98.39570121899999 29.427740769000025, -98.39556556599996 29.42766978800006, -98.39541715199994 29.427622263000046, -98.39525516099997 29.427599525000062, -98.39154320799997 29.42759870900005))"
29,114,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.000594949646437805,"MULTILINESTRING ((-98.22512615099998 29.65502769400007, -98.22570068199997 29.654873165000026))"
33,118,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.009752937888134298,"MULTILINESTRING ((-95.17070842199996 29.767488768000078, -95.17051280399994 29.767429681000067, -95.17034447499998 29.76735488500003, -95.17018751399996 29.767257914000027, -95.17004616699995 29.76713976900004, -95.16992840099994 29.76700711600006, -95.16983261399997 29.76685817200007, -95.16976325099995 29.766698444000042, -95.16972185499998 29.766531524000072, -95.16971002399998 29.766412080000066, -95.16944188799994 29.759527363000075, -95.16942279299997 29.759374093000076, -95.16937923099994 29.75922822700005, -95.16931196099995 29.759089392000078, -95.16922239599995 29.758960469000044, -95.16911242199996 29.75884422100006, -95.168984347 29.75874305900004, -95.16884082899998 29.758659117000036, -95.16867719299995 29.758589877000077))"
43,7,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.00041399824099223653,"MULTILINESTRING ((-102.31961554099996 31.868624512000054, -102.31920478899997 31.868676255000025))"
44,8,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0004174589323328113,"MULTILINESTRING ((-102.31920478899997 31.868676255000025, -102.31879060299997 31.868728427000065))"
45,9,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.008431819122047136,"MULTILINESTRING ((-106.52432598799999 31.78705984000004, -106.52431686299997 31.787018209000053, -106.52412771399997 31.786820100000057, -106.52399743999996 31.786699742000053, -106.52388433299996 31.786611639000057, -106.52376635699994 31.786532032000025, -106.52270480699997 31.78586675400004, -106.52243022399995 31.78568881500007, -106.52212968199996 31.785479777000035, -106.52186981699998 31.785286606000057, -106.52161751099999 31.785086164000063, -106.52137282899997 31.784879140000044, -106.52110703999995 31.784637978000035, -106.52087915799996 31.784416978000024, -106.52065995099997 31.78419004700004, -106.52042360999997 31.78392808600006, -106.52022270799995 31.783688493000056, -106.52003099399997 31.783444280000026, -106.51984859999999 31.783194791000028, -106.51965476599997 31.782907931000068, -106.51949248899996 31.782648443000028, -106.51934017999997 31.782384325000066, -106.51919771699994 31.782116264000024, -106.519065491 31.78184491500008, -106.51894329799995 31.781569621000074, -106.51883159699997 31.781291036000027, -106.51873040899994 31.781009847000064))"
47,11,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0007260850711539219,"MULTILINESTRING ((-95.32745713699995 29.701206486000046, -95.32738289999998 29.700484206000056))"
48,12,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.006306829729761245,"MULTILINESTRING ((-95.329365194 29.706471410000063, -95.32738289999998 29.700484206000056))"
49,13,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.008563205368559363,"MULTILINESTRING ((-95.32778683799995 29.70021894100006, -95.33047961499994 29.708347744000037))"
50,14,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0038696683506411677,"MULTILINESTRING ((-95.38007763299998 29.70259786500003, -95.38024398099998 29.702490285000067, -95.38039488799996 29.702408252000055, -95.38055716499997 29.70233665300003, -95.38072995999994 29.702276934000054, -95.38091222499997 29.702230507000024, -95.38109471899998 29.70219970200003, -95.38127963899996 29.70218367900003, -95.38146549199996 29.702182545000028, -95.38168667399998 29.702200736000066, -95.38190814599994 29.702240952000068, -95.38379465899999 29.702726338000048))"
51,15,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.00769573118541146,"MULTILINESTRING ((-95.32974195499997 29.70710574000003, -95.32731339499998 29.69980324900007))"
52,16,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.010107583784460385,"MULTILINESTRING ((-95.32766980399998 29.69938120200004, -95.33085203099995 29.708974777000037))"
53,17,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.009091428817011306,"MULTILINESTRING ((-95.33010693299997 29.70772025800005, -95.32724085499996 29.699092415000052))"
54,18,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.001355609845697591,"MULTILINESTRING ((-95.32722969599996 29.698983113000054, -95.32778683799995 29.70021894100006))"
55,19,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0032207271600776426,"MULTILINESTRING ((-95.32722969599996 29.698983113000054, -95.32719531899994 29.698906902000033, -95.32678292999998 29.69772540100007, -95.32673336 29.695840334000025))"
56,20,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.00279072937945294,"MULTILINESTRING ((-95.32754806199995 29.698509497000032, -95.32673336 29.695840334000025))"
59,23,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0006170236876737594,"MULTILINESTRING ((-95.29309564499994 29.761019347000058, -95.29284661899999 29.76158388600004))"
60,24,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0006239531679697836,"MULTILINESTRING ((-95.29284661899999 29.76158388600004, -95.29259480299999 29.762154768000073))"
61,25,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.00038813702551591955,"MULTILINESTRING ((-95.32673336 29.695840334000025, -95.32662059099994 29.69546894000007))"
103,67,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.008170632537465963,"MULTILINESTRING ((-102.31879060299997 31.868728427000065, -102.31837797699995 31.868780383000058, -102.31193698499999 31.87209802700005, -102.31156534499996 31.87244660700003))"
104,68,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0005312339245049497,"MULTILINESTRING ((-102.31156534499996 31.87244660700003, -102.31117790099995 31.872810058000027))"
116,80,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.005452003433483704,"MULTILINESTRING ((-95.01148668899998 29.603719350000063, -95.01130213399995 29.603653518000044, -95.01114153399999 29.603574579000053, -95.01099129499994 29.603476081000053, -95.01085496099995 29.60335875100003, -95.01073993599994 29.603229008000028, -95.010643986 29.60308430300006, -95.01057122699996 29.602929639000024, -95.01052299799994 29.602767818000075, -95.01049857299995 29.602564641000072, -95.010402318 29.59873969800003))"
117,81,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0048392283682402865,"MULTILINESTRING ((-95.03100583699995 29.593380480000064, -95.03099323599997 29.593545564000067, -95.03095939399998 29.59368950100003, -95.03093946699994 29.593956931000037, -95.03160326999995 29.597959984000056, -95.03178055399997 29.598052374000076))"
121,85,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.004620552922491191,"MULTILINESTRING ((-98.22570068199997 29.654873165000026, -98.22972847999995 29.652609020000057))"
122,200,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.05667976941423529,"MULTILINESTRING ((-95.80490197299997 30.01169598900003, -95.80470721399996 30.011595472000067, -95.80454749699999 30.011498235000033, -95.80439164599994 30.011385406000045, -95.80424734999997 30.01126151300008, -95.80411563399997 30.011127413000054, -95.80399747799999 30.010984060000055, -95.80389369299996 30.01083251700004, -95.80380503699996 30.01067387100005, -95.80373218199998 30.010509243000058, -95.80367560299999 30.010339826000063, -95.80363574299997 30.010166868000056, -95.80361235999999 30.00998479100008, -95.80360730599995 30.00980844700007, -95.803619444 30.00963233300007, -95.80364870699998 30.009457774000055, -95.80369698799996 30.009279459000027, -95.80374688599994 30.009143728000026, -95.80380734499994 30.00901130400007, -95.80822222099994 30.000232090000054, -95.80936754399994 29.99799384100004, -95.80966519799995 29.997440900000072, -95.80998982299997 29.996893828000054, -95.81033847799995 29.996358059000045, -95.81071068999995 29.995834440000067, -95.83041490099998 29.969622335000054, -95.83062708399996 29.96935270000006, -95.83085224999996 29.96909118700006, -95.83109001499997 29.968838236000067, -95.83133993999996 29.968594360000054, -95.83160155699994 29.968359946000078, -95.83187439999995 29.968135451000023, -95.83215797099996 29.96792126400004, -95.83246140699998 29.96771141800008, -95.83276516899997 29.967519397000046, -95.83307808199999 29.967338807000033, -95.83339952699998 29.967169967000075, -95.83372892699998 29.967013233000046, -95.83406571199998 29.966868817000034, -95.834409226 29.966737038000076, -95.83477026799994 29.966614477000064, -95.83512559299999 29.96650906700006))"
123,201,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.002526876034189713,"MULTILINESTRING ((-96.75253031699998 32.704187094000076, -96.75177471099994 32.70337428000005, -96.75164885199996 32.70325866600007, -96.75151020699997 32.703154063000056, -96.75128392999994 32.70302133700005, -96.75103726999998 32.70291776800008, -96.75077544699997 32.70284559800007, -96.75050719099994 32.702806578000036))"
130,208,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0024523461409115023,"MULTILINESTRING ((-96.95794160199995 32.76434026600003, -96.95804393399999 32.76454225200007, -96.95812268799995 32.76473673000004, -96.95818490699997 32.76494099900003, -96.95822794199995 32.76514879200005, -96.95825249199999 32.76537496700007, -96.95832189999999 32.76673605600007))"
131,209,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0019522092262004647,"MULTILINESTRING ((-96.95971178199994 32.76501042000007, -96.95899021799994 32.76492494300004, -96.95880873099998 32.76488518600007, -96.95863371399997 32.76482839600004, -96.95843425199996 32.764738247000025, -96.95825113399997 32.76462600600007, -96.95809216099997 32.764497832000075, -96.95794160199995 32.76434026600003))"
132,210,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0009849339307912992,"MULTILINESTRING ((-96.95747894399994 32.76347075900003, -96.95794160199995 32.76434026600003))"
133,211,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.002344820295333467,"MULTILINESTRING ((-96.95747894399994 32.76347075900003, -96.95766203999995 32.76366995600006, -96.95786371499997 32.76383696200003, -96.95809443299999 32.76398016600007, -96.95834687299998 32.764094202000024, -96.95858621499997 32.76416939500007, -96.95883872699994 32.76421885700006, -96.95901164999998 32.76423643000004, -96.95959266899996 32.76426773900005))"
134,212,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.00042794082238448654,"MULTILINESTRING ((-96.95727790199999 32.763092982000046, -96.95747894399994 32.76347075900003))"
144,222,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0005458740577295614,"MULTILINESTRING ((-95.33679478299996 29.72589186700003, -95.33647951599994 29.725446238000075))"
153,231,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.00010987015283769819,"MULTILINESTRING ((-95.32724085499996 29.699092415000052, -95.32722969599996 29.698983113000054))"
154,232,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0006844949823444383,"MULTILINESTRING ((-95.32738289999998 29.700484206000056, -95.32731339499998 29.69980324900007))"
155,233,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.000714525735843939,"MULTILINESTRING ((-95.32731339499998 29.69980324900007, -95.32724085499996 29.699092415000052))"
156,234,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.000489872607015817,"MULTILINESTRING ((-95.32758148299996 29.702416167000024, -95.32753139299996 29.701928862000045))"
157,235,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0007261825107443691,"MULTILINESTRING ((-95.32753139299996 29.701928862000045, -95.32745713699995 29.701206486000046))"
158,236,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0008801651672340455,"MULTILINESTRING ((-95.32754806199995 29.698509497000032, -95.32766980399998 29.69938120200004))"
159,237,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.000845874452446784,"MULTILINESTRING ((-95.32766980399998 29.69938120200004, -95.32778683799995 29.70021894100006))"
160,238,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.00072312078188374,"MULTILINESTRING ((-95.32862846199998 29.705230916000062, -95.32899771699994 29.705852651000043))"
169,247,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.002779330721839726,"MULTILINESTRING ((-96.68155232099997 32.781485334000024, -96.68160347899999 32.78178081100003, -96.68167029199998 32.782068045000074, -96.68175524699996 32.78235790400004, -96.68185483999997 32.78263830900005, -96.68204185999997 32.78306672200006, -96.68254935999994 32.784062317000064))"
183,261,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.001813600750582035,"MULTILINESTRING ((-94.80228541199995 29.301407185000073, -94.802167495 29.301273387000037, -94.80208127399999 29.301118178000024, -94.80159796699996 29.299742923000053))"
184,262,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0020479712912837896,"MULTILINESTRING ((-94.81044908399997 29.30004365800005, -94.81023038299998 29.300158603000057, -94.81003325699999 29.300295823000056, -94.80985649299998 29.300456765000035, -94.80970753299994 29.30063459400003, -94.80960167899997 29.300800345000027, -94.80951802899995 29.30097557600004, -94.80931743499997 29.301601051000034, -94.80930513699997 29.301641204000077))"
185,263,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.011165583079121896,"MULTILINESTRING ((-94.81490721399996 29.301787240000067, -94.82573044799994 29.299043547000053))"
187,265,UP,Union Pacific Railroad Company,Inactive/Abandoned,Spur Line,66,,,,,,0.0005648864404382625,"MULTILINESTRING ((-94.82079469999996 29.298083942000062, -94.82064641499994 29.298083774000077, -94.82051314399996 29.298063212000045, -94.82038078899996 29.29801953100008, -94.82025467099999 29.29795346000003))"
189,267,UP,Union Pacific Railroad Company,Pulled,Industrial Lead,66,,,,,,0.0018843948482862546,"MULTILINESTRING ((-98.437924996 29.449994745000026, -98.43901963699994 29.44846089200007))"
190,268,UP,Union Pacific Railroad Company,Pulled,Industrial Lead,66,,,,,,0.006500754174869836,"MULTILINESTRING ((-98.43901963699994 29.44846089200007, -98.43929851299998 29.448070114000075, -98.43941088299994 29.44793892900003, -98.43953229099998 29.447814099000027, -98.44002060099996 29.447372579000046, -98.44013442199997 29.44723563100007, -98.44019847599998 29.447125889000063, -98.44096578199998 29.445541539000033, -98.44103189099997 29.44542591100003, -98.44111603399995 29.445316306000052, -98.44121332899994 29.445219004000023, -98.44132634999994 29.445131529000037, -98.44144853499995 29.445058884000048, -98.44158310899996 29.444999179000035, -98.44172532999994 29.444955125000035, -98.44187284599997 29.444927428000028, -98.44204835899995 29.444916411000065, -98.44368219999996 29.444925245000036))"
191,269,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.000631147622007792,"MULTILINESTRING ((-98.11975818399998 29.69709701200003, -98.11923468799995 29.69674445100003))"
197,275,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.000257587588483565,"MULTILINESTRING ((-98.13672082899996 29.702905393000037, -98.13697269899995 29.702959364000037))"
198,276,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.005584862684344081,"MULTILINESTRING ((-98.13697269899995 29.702959364000037, -98.13722456899995 29.703013329000044, -98.14199019399996 29.70119568900003, -98.14210741599999 29.701001547000033))"
203,125,UP,Union Pacific Railroad Company,Inactive/Abandoned,Spur Line,66,,,,,,0.0041021976421406845,"MULTILINESTRING ((-95.34010981299997 29.765422340000043, -95.34034172299994 29.76536692800005, -95.34055878899994 29.76528146800007, -95.34075462299995 29.765169205000063, -95.34093063999995 29.765029274000028, -95.34107907999999 29.76486682600006, -95.34119621699995 29.764685911000072, -95.34127907599998 29.764491125000063, -95.34132557099997 29.764287340000067, -95.341318689 29.763949683000078, -95.34127489799994 29.76361941400006, -95.34122032999994 29.763382788000058, -95.34104243399997 29.76276916000006, -95.34099759799994 29.76254731100005, -95.34097617099997 29.762274440000056, -95.34099089599994 29.762003897000056))"
204,126,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.005512145353260924,"MULTILINESTRING ((-95.33158677899996 29.761508501000037, -95.33128463399999 29.761507057000074, -95.33115428599996 29.76151099300006, -95.33099301199996 29.76152324000003, -95.33083406299994 29.761550084000078, -95.33067917899996 29.761591250000038, -95.33053006399996 29.761646237000036, -95.33038833499995 29.76171451600004, -95.33025553899995 29.76179528800003, -95.33013308899996 29.76188769600003, -95.33002234799994 29.76199075100004, -95.32991699399997 29.76211308300003, -95.329828121 29.762244983000073, -95.32898818899997 29.763749419000078, -95.32893309399998 29.76386116100008, -95.32889183299994 29.763971828000024, -95.32886210599997 29.764085271000056, -95.32884414399996 29.764200562000042, -95.32882445099995 29.765202120000026, -95.32880550799996 29.765499629000033))"
205,127,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.009648711926289959,"MULTILINESTRING ((-95.32508328799997 29.766114729000037, -95.32530737299999 29.766081229000065, -95.32550096799997 29.766030030000024, -95.32569398499999 29.76595325900007, -95.32586923699995 29.765856824000025, -95.32602824799994 29.76574090200006, -95.32617123299997 29.765604172000053, -95.32628900699996 29.76545542100007, -95.32638497199997 29.765290372000038, -95.32643625499998 29.765169185000047, -95.32647407099995 29.765044303000025, -95.326498083 29.76491684000007, -95.32650819399998 29.76478363600006, -95.32642442099996 29.763344826000036, -95.32641126399994 29.76322167400008, -95.32638693699994 29.763099797000052, -95.32635159699998 29.76298001400005, -95.32630319599997 29.762858057000074, -95.32624606399997 29.76274483900005, -95.32617882599999 29.76263595000006, -95.32610184899994 29.762532082000064, -95.32601171999994 29.76242973400008, -95.32565182899998 29.762076903000036, -95.32554762599995 29.761990710000077, -95.32543082799998 29.761908875000074, -95.32528518499998 29.761824658000023, -95.32513074999997 29.761753276000036, -95.324969061 29.761695453000073, -95.32479862599996 29.761651008000058, -95.32457510199998 29.76158191500008, -95.32436408199999 29.761487552000062, -95.32416927399998 29.76136954900005, -95.32398986899994 29.761226098000066, -95.32389124499997 29.76112768400003, -95.32219361099999 29.759268569000028))"
206,128,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.009211118987919981,"MULTILINESTRING ((-95.31967266699996 29.765818172000024, -95.31991927199994 29.765833086000043, -95.32014323899995 29.765817913000035, -95.32036713799994 29.76577215100008, -95.32058033899995 29.76569690900004, -95.32077775699997 29.76559397300008, -95.32095849099994 29.765462528000057, -95.32111011899997 29.765311646000043, -95.32123586499995 29.765138122000053, -95.32130290299995 29.76501084800003, -95.32135530699998 29.764873545000057, -95.32138908199994 29.764736627000048, -95.32140606299998 29.76459264700003, -95.32134809699994 29.76305106700005, -95.32133007299996 29.76289793500007, -95.32128794399995 29.76274561200006, -95.32122122699997 29.76259718800003, -95.32109213599995 29.76239463400003, -95.32103005699997 29.76227093500006, -95.32097668199998 29.762110155000073, -95.32095053099994 29.761944320000055, -95.32096456699998 29.757844032000037))"
