OBJECTID,GID,RR_ABRVN,RR_COMPANY,RR_STATUS,RR_TYP,RR_NBR,GRID_OP,CREATE_DT,CREATE_NM,EDIT_DT,EDIT_NM,SHAPE_Length,WKT
12742,11528,UP,Union Pacific Railroad Company,Unknown,Industrial Lead,66,,,,,,0.001240673387106162,"MULTILINESTRING ((-95.70547124099994 32.65947035600004, -95.70550428599995 32.65924294900003, -95.70553097399994 32.65908096100003, -95.70553825399998 32.658922404000066, -95.70557941199996 32.658235654000066))"
12743,11529,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.002885148802664734,"MULTILINESTRING ((-95.70547461099994 32.66001978500003, -95.70543914899997 32.65982304600004, -95.70540685799995 32.65968762600005, -95.70535590399999 32.65953937200004, -95.70527075099994 32.65940220900006, -95.70518116199997 32.65925676200004, -95.70508439099996 32.65905814300004, -95.70502088699999 32.658868761000065, -95.70499121699999 32.65867641700004, -95.70498255599995 32.65853785400003, -95.70499001499996 32.65723502600002))"
12744,11530,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0016454825756062658,"MULTILINESTRING ((-95.70502088699999 32.658868761000065, -95.70495794399994 32.658667183000034, -95.70494525699996 32.65852425700007, -95.70494385599994 32.658345061000034, -95.70494195699996 32.65723344600008))"
12745,11664,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0029108962692282643,"MULTILINESTRING ((-94.81152735999996 32.50406325900008, -94.81164878699997 32.504096865000065, -94.81176415799996 32.504131882000024, -94.81188146499994 32.50417509400006, -94.81202881599995 32.50423775500008, -94.81222464999996 32.50433277600007, -94.81242231499994 32.50443801400007, -94.81255682699998 32.504516393000074, -94.81268610899997 32.50460268100005, -94.81277840999996 32.50466518200005, -94.81286183099996 32.50471515800007, -94.81295046999998 32.504757228000074, -94.81304683899998 32.504789456000026, -94.81315310099995 32.50481599700004, -94.81327403299997 32.50483703500004, -94.81347606999998 32.504863327000066, -94.81425786299997 32.504882234000036))"
12746,11665,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.003911529717640457,"MULTILINESTRING ((-94.81392426099995 32.504767539000056, -94.81388283499996 32.504737490000025, -94.81383752699998 32.504691061000074, -94.813768327 32.504643678000036, -94.81370686199995 32.50458645800006, -94.81363378199995 32.50452269700003, -94.81356320099997 32.50445700400007, -94.813477961 32.504396808000024, -94.81337759499996 32.504350217000024, -94.81326039899994 32.50430498500003, -94.81314513999996 32.50426794500004, -94.81303376699998 32.504247287000055, -94.81286823799996 32.50421027600004, -94.81154896199996 32.503867712000044, -94.81131745 32.503811848000055, -94.81117308199998 32.50378175800006, -94.81089401599996 32.50371994500006, -94.81077375799998 32.50368675800007, -94.81067477699997 32.50365847900002, -94.81056351599995 32.50363579200007, -94.81040436599994 32.50361323200008, -94.81025204599996 32.50359703000004))"
12753,11672,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0010274559743742833,"MULTILINESTRING ((-94.78778416299997 32.50254172000007, -94.78781749599995 32.50247436800004, -94.78784528799997 32.50241800600003, -94.78787410199999 32.502343403000054, -94.787889308 32.50229176600004, -94.78790743899998 32.502242858000045, -94.78795572199994 32.50215074700003, -94.78801601199996 32.50206434200004, -94.78809635899995 32.501949997000054, -94.78816982499995 32.50184844100005, -94.78823203899998 32.501783010000054, -94.78832885599996 32.50168360600003))"
12754,11673,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0008753689910970675,"MULTILINESTRING ((-94.78783410399996 32.50178801200008, -94.78790254899997 32.50161050000003, -94.78795317799995 32.50153154100008, -94.78803163799995 32.50145108500004, -94.78810586099996 32.50139135500007, -94.78818272499996 32.50133957200006, -94.78829356299997 32.50128653200005, -94.78845097799996 32.50122751200007))"
12755,11674,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0012656762269720758,"MULTILINESTRING ((-94.78793558999996 32.501238271000034, -94.78780031699995 32.501731333000066, -94.78776252399996 32.50185568200004, -94.78769816599998 32.50201507100007, -94.78761288799996 32.50221803000005, -94.78752395899994 32.502432732000045))"
12756,11675,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0013608502371001846,"MULTILINESTRING ((-94.78745216299995 32.50251938900004, -94.78749084799995 32.50241690800004, -94.78754876099998 32.50226248600006, -94.78759744899997 32.50210770000007, -94.78767491699995 32.50182344600006, -94.78782909399996 32.50121311600003))"
12757,11676,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.003864422837637142,"MULTILINESTRING ((-94.78752395899994 32.502432732000045, -94.78777157699994 32.50208069300004, -94.78790943299998 32.50187461200005, -94.78797718499999 32.50176499100007, -94.78804026299997 32.50168392000006, -94.78810612899997 32.50160818400008, -94.78820567899999 32.50153640700006, -94.78831417099997 32.50147020900005, -94.78844697599999 32.501410211000064, -94.78858770899996 32.50137403800005, -94.78869974199995 32.50135499900006, -94.78889745599997 32.501347225000075, -94.79089912199998 32.50132790600003))"
12758,11677,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.003819550217572756,"MULTILINESTRING ((-94.78758581599999 32.50234478700003, -94.78770774099996 32.502119943000025, -94.78783503199998 32.50188208800006, -94.78793000299999 32.50172653800007, -94.78800317899999 32.50163019400003, -94.78808793199994 32.501547376000076, -94.78820022199994 32.50146827100008, -94.78833067999994 32.50139511500004, -94.78844445299995 32.50134480100007, -94.78857917499994 32.50130577900006, -94.78872181999998 32.50129057700008, -94.78893506099996 32.501280809000036, -94.78998914099998 32.50128373000007, -94.79089880599997 32.50127826200003))"
12759,11678,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0038596723392016656,"MULTILINESTRING ((-94.78758581599999 32.50234478700003, -94.78768342799998 32.50211374400004, -94.78773974499995 32.50198799400005, -94.78783410399996 32.50178801200008, -94.78793185599994 32.50163779400003, -94.78803402199998 32.50151910000005, -94.78812170299994 32.50143901100006, -94.78826855399996 32.501348223000036, -94.78841967299996 32.501291570000035, -94.78857621099996 32.501248187000044, -94.78873144799996 32.501228266000055, -94.789002112 32.501239078000026, -94.789984872 32.50124960000005, -94.79087343799995 32.50123545400004))"
12780,11355,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.0011369491310544288,"MULTILINESTRING ((-99.73253373799997 32.448956907000024, -99.73234740399994 32.44896238200005, -99.73212274699995 32.44897177200005, -99.73191986499995 32.44896414600004, -99.73167640399998 32.44895762800007, -99.73139749699999 32.44894703600005))"
12785,11531,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.023101437355761544,"MULTILINESTRING ((-106.42365858899996 31.828040587000032, -106.42014046099996 31.82806275400003, -106.41977250399998 31.828065449000064, -106.41971436999995 31.828068333000033, -106.41963572199995 31.828072233000057, -106.41950315399998 31.82809052400006, -106.41937821899995 31.828120156000068, -106.41922310899997 31.82816007100007, -106.419078647 31.82820532100004, -106.41894504299995 31.828258813000048, -106.41881485899995 31.828312140000037, -106.41870900899994 31.828370120000045, -106.41861683499997 31.828427414000032, -106.41848239399997 31.82851903200003, -106.41840751999996 31.82857840300005, -106.41832397299999 31.828661639000075, -106.41824424699996 31.828750545000048, -106.41816650099997 31.828868645000057, -106.41811051399998 31.828953444000035, -106.41804178899997 31.82910331800008, -106.41799725099997 31.829205122000076, -106.41795264599995 31.829367856000033, -106.41793396499997 31.82948510700004, -106.41791712899999 31.82967307200005, -106.41790953599997 31.829822652000075, -106.41790828499995 31.830010840000057, -106.41789479 31.830220827000062, -106.41788014199994 31.830409029000066, -106.41786469999994 31.830585555000027, -106.41783945699996 31.830750539000064, -106.41780794699997 31.830899032000048, -106.41778102399996 31.831003709000072, -106.41774954399995 31.83112475200005, -106.41770351099996 31.83125933100007, -106.41766751199998 31.83136456300008, -106.41760095799998 31.83152609600006, -106.41750042299998 31.831737271000065, -106.41737109499996 31.831954594000024, -106.41715618799998 31.832275760000073, -106.41698582399994 31.832495117000065, -106.41673556699999 31.83275065600003, -106.41656543799996 31.832923135000044, -106.416376631 31.83307310400005, -106.41621780099996 31.83320986500007, -106.41578198899998 31.833562486000062, -106.41540658899999 31.833844732000045, -106.41502271099995 31.83415376000005, -106.41410959499996 31.834904977000065, -106.41271091699997 31.836034692000055, -106.41215891299998 31.83649557800004, -106.41200349599995 31.836632165000026, -106.41184242499997 31.83678661400006, -106.41169240499994 31.83695222600005, -106.41154659599994 31.837129350000055, -106.41138042399996 31.837360206000028, -106.41119288899995 31.83763020400005, -106.41106775299994 31.83785903300003, -106.41090103599998 31.83823345600007, -106.41075845899996 31.83860960900006, -106.410525383 31.83916893600008, -106.41013463499996 31.840149420000046, -106.40982619199997 31.840924877000077, -106.40969113299997 31.841264545000058, -106.40961372499999 31.84145793500005, -106.40954533499996 31.84166344500005, -106.40949646899998 31.841853339000068, -106.40945845399995 31.84205148600006, -106.40943783999995 31.842255193000028, -106.40943621499997 31.842415575000075, -106.40942957599998 31.84258605000008, -106.40939453699997 31.84297686000008))"
12787,11533,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.022979708233781197,"MULTILINESTRING ((-106.41987847199994 31.828064675000064, -106.41970192499997 31.828059032000056, -106.41958114099998 31.828048571000068, -106.41947495599999 31.828034853000077, -106.41936869199998 31.828019871000038, -106.419287538 31.828003644000034, -106.41920317299997 31.827983783000036, -106.41913349199996 31.827961927000047, -106.41901360499998 31.82792104300006, -106.41894202199995 31.82789295400005, -106.41887173999999 31.827862268000047, -106.41876915199998 31.827814199000045, -106.41867360499998 31.82776072100006, -106.41854445899997 31.82767093800004, -106.41842374699996 31.827574405000064, -106.41827837099999 31.827463915000067, -106.41820984499998 31.82741542100007, -106.41813072099995 31.827363656000045, -106.41803639499994 31.82730631700008, -106.41792842899997 31.827244595000025, -106.41780847699994 31.82718093300008, -106.41774419499995 31.82715121600006, -106.41767982699997 31.82712023700003, -106.41756064199996 31.827067924000062, -106.41747081799997 31.827033146000076, -106.41736570299997 31.826991528000065, -106.41723842699997 31.82695101400003, -106.41712930699998 31.82691592200007, -106.41705381199995 31.826895618000037, -106.41698430399998 31.826876285000026, -106.41686231999995 31.826848162000033, -106.41673172999998 31.826824258000045, -106.41661025499997 31.826803702000063, -106.416508336 31.82678724300007, -106.41634989299996 31.82677158300004, -106.41617891499999 31.82676053700004, -106.41598296099994 31.82675633100007, -106.41550021499995 31.826763808000067, -106.41462535699998 31.82678185700007, -106.41449485299995 31.82678316500005, -106.413372069 31.826799120000032, -106.41115913199997 31.826838629000065, -106.40925659499999 31.826882182000077, -106.40707982599997 31.826922254000067, -106.40446609599996 31.82696992800004, -106.40354776099997 31.82698681200003, -106.40330667299997 31.827007839000032, -106.40307947599996 31.82703728200005, -106.40286398299997 31.827082072000053, -106.402648952 31.827133665000076, -106.40237232699997 31.82722016200006, -106.40216210799997 31.82730336900005, -106.40190872999995 31.82741829400004, -106.40165219699998 31.827565228000026, -106.40146037199997 31.827683930000035, -106.40130967299996 31.82779064400006, -106.40109834299994 31.82796548300007, -106.40079396799996 31.82823835800008, -106.39978102499998 31.829133075000072, -106.39835807299994 31.83039652900004))"
12794,11540,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0015981201611702624,"MULTILINESTRING ((-95.51802917499998 32.670705422000026, -95.51783327799996 32.67075579100003, -95.51770361299998 32.670785599000055, -95.51751967299998 32.670821154000066, -95.51731785499999 32.67085419500006, -95.51720436699998 32.670875042000034, -95.51706625999998 32.67089314100008, -95.51692626799996 32.670903563000024, -95.51685430299995 32.67090299600005, -95.51677138099996 32.67089634700005, -95.51671334399998 32.670886748000044, -95.51664911499995 32.67086551500006, -95.51647306999996 32.67078335800005))"
12795,11679,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.001403109204309797,"MULTILINESTRING ((-94.788078553 32.50221957800005, -94.788200739 32.50212396200004, -94.78829634799996 32.502067700000055, -94.78838156399996 32.50203192400005, -94.78850354799994 32.50200022400003, -94.78863110699996 32.50197919800007, -94.78880378599996 32.501978260000044, -94.78942038899999 32.50197676600004))"
12796,11680,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0025895830201520765,"MULTILINESTRING ((-94.78827058899998 32.50208285900004, -94.78841377099997 32.50200708700004, -94.78854263599999 32.50196260400003, -94.78866726299998 32.50193884600003, -94.78879101399997 32.50193073100007, -94.79083137899994 32.501936467000064))"
12797,11681,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0012053148877434834,"MULTILINESTRING ((-94.78960687399996 32.50215710200007, -94.78973598499994 32.50217745200007, -94.78982738899998 32.502196781000066, -94.78991585999995 32.502213373000075, -94.79000197899995 32.502216813000075, -94.79014375499997 32.50221725200004, -94.79028860799997 32.50221780900006, -94.79050112599998 32.50222107400003, -94.790602918 32.502219911000054, -94.79080678999998 32.50221238000006))"
12798,11682,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0011362017257559778,"MULTILINESTRING ((-94.78965120399994 32.502156925000065, -94.78976641999998 32.50212903700003, -94.78985985199995 32.50211187300005, -94.78996251399997 32.50209507300008, -94.79013562599994 32.50208631400005, -94.79029893299997 32.50208760800007, -94.79046237899996 32.50208629900004, -94.79059214499995 32.50208103600005, -94.79078063499998 32.502072886000064))"
12799,11683,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.00308351293524813,"MULTILINESTRING ((-94.78780410799999 32.502520606000076, -94.78792496799997 32.50242641700004, -94.78805702399995 32.50232458800008, -94.78816800999994 32.50226894100007, -94.78829350599995 32.502229552000074, -94.78839674699998 32.50220232500004, -94.788530601 32.50217894100007, -94.78868511699994 32.50217205000007, -94.78889835999996 32.50216228200003, -94.78955830999996 32.50215729800004, -94.79021197199995 32.50215466700007, -94.79043737499995 32.502147996000076, -94.79061913499999 32.50215003300008, -94.79079517499997 32.502143999000054))"
12800,11684,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.001448754212003967,"MULTILINESTRING ((-94.78792496799997 32.50242641700004, -94.78806816799994 32.50234593400006, -94.78815953999998 32.50231040400007, -94.788300269 32.502274225000065, -94.78842768299995 32.50225580600005, -94.78933924099994 32.50221646600005))"
12801,11685,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0021208393461028085,"MULTILINESTRING ((-94.78756202299996 32.50277684300005, -94.78773660099995 32.502653990000056, -94.78794026299994 32.50253935600006, -94.78810850199994 32.50245203600008, -94.78823106699997 32.50240991000004, -94.78832142299996 32.50239262400004, -94.78842672699994 32.50238376800007, -94.78958348099997 32.502369893000036))"
12802,11686,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.00025855024134225155,"MULTILINESTRING ((-94.78932406999996 32.502322959000026, -94.78924966899996 32.50233043700007, -94.78917776599997 32.50234846500007, -94.78907164299994 32.502376035000054))"
12803,11687,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0006766096749668452,"MULTILINESTRING ((-94.78931788699998 32.50226785900003, -94.78923762199997 32.502269874000035, -94.78911972999998 32.50228345100004, -94.78900755299998 32.502305093000075, -94.78887955699997 32.50233393900004, -94.78865219299996 32.502381064000076))"
12804,11688,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0015821635787157593,"MULTILINESTRING ((-94.78799993399997 32.502508385000056, -94.78813253099997 32.502463446000036, -94.78820457899997 32.50244281100004, -94.78831617699996 32.502431596000065, -94.78957120899997 32.502424262000034))"
12805,11689,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0006297325900219672,"MULTILINESTRING ((-94.78894506399996 32.50242792100005, -94.78910415699994 32.50245262400006, -94.78920800499998 32.502469836000046, -94.78930335699994 32.502473646000055, -94.78957138199996 32.50247651400008))"
12806,11690,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0012759898100399183,"MULTILINESTRING ((-94.78777768499998 32.502630863000036, -94.78798332699995 32.50254107500007, -94.78807690499997 32.50252130600006, -94.78818220399995 32.50251244800006, -94.78903242599995 32.502522905000035))"
12807,11691,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.004984948463333005,"MULTILINESTRING ((-106.42944100299997 31.833232802000055, -106.42945465199995 31.833105173000035, -106.42946427099997 31.832998813000074, -106.42946885599997 31.832935058000032, -106.42946995499995 31.83286385200006, -106.42946688099994 31.83261497600006, -106.42946511999997 31.83225421700007, -106.42946206799996 31.832049382000037, -106.42944956999997 31.831501967000065, -106.42943786899997 31.830966363000073, -106.42943375599998 31.830483754000056, -106.42942597699994 31.83015124800005, -106.42941107699994 31.829539570000065, -106.42938774599997 31.82870215400004, -106.42938075099994 31.82825017400006))"
12808,11692,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.009723599173845842,"MULTILINESTRING ((-106.42757634599997 31.837477509000053, -106.42773652699998 31.837066357000026, -106.42780954899996 31.836906863000024, -106.42789197499997 31.836740580000026, -106.427990621 31.836558747000026, -106.42808128299998 31.836404698000024, -106.42836164999994 31.83595686500007, -106.42871818599997 31.835395720000065, -106.42901853399997 31.834915297000066, -106.42918942199998 31.834635090000063, -106.42927602299994 31.834493879000036, -106.42934206599995 31.834376854000027, -106.42937318199995 31.83430334800005, -106.429390706 31.83426768100003, -106.42940854299997 31.834216896000044, -106.42942889699998 31.834139506000042, -106.42944546599995 31.83402757500005, -106.429451686 31.833956363000027, -106.42944928499998 31.83374172500004, -106.42944506799995 31.83339017800006, -106.42942397999997 31.83257395700008, -106.42941041499995 31.831759471000055, -106.42937446499997 31.83032682700008, -106.42934560299994 31.82888961900005, -106.42932655399994 31.82824812900003))"
12809,11693,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.002588012834307653,"MULTILINESTRING ((-106.42191583699997 31.826557983000043, -106.42192168699995 31.826772706000042, -106.42191125399995 31.826859858000034, -106.42189641699997 31.82693045900004, -106.421875248 31.82700416700004, -106.42184084099995 31.82707574400007, -106.42175033399997 31.82723672900005, -106.42169346799994 31.82731500600005, -106.42162662899995 31.827390980000075, -106.42156267299998 31.827461224000047, -106.42147356099997 31.827546694000034, -106.42136776599995 31.827627394000046, -106.42128961399999 31.82768745000004, -106.42120505399998 31.827744906000078, -106.42111087899997 31.827796637000063, -106.42097803099995 31.82786470700006, -106.42085076899997 31.827918534000048, -106.42073077299995 31.827959210000074, -106.42058193299994 31.828000571000075, -106.42042686899998 31.828029307000065, -106.42029669999994 31.82804823600003, -106.42014046099996 31.82806275400003))"
12810,11694,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0011490126029653097,"MULTILINESTRING ((-94.78784581099995 32.50260111400007, -94.78794116699999 32.50257857200006, -94.78807722299996 32.50257095000006, -94.78827143299998 32.502570873000025, -94.788991749 32.50258919700008))"
12813,11697,UP,Union Pacific Railroad Company,Inactive/Abandoned,Industrial Lead,66,,,,,,0.001432570439459276,"MULTILINESTRING ((-94.77105106499994 32.494481576000055, -94.77101659099998 32.49426739900008, -94.77098307499995 32.49417164400006, -94.77092209899996 32.49405721900007, -94.77085127199996 32.49393361600005, -94.77076457399994 32.493815969000025, -94.77066962699996 32.49370676900003, -94.77055941499998 32.49359256900004, -94.77041092599995 32.49346805000005, -94.77025455399996 32.49334541200005))"
12835,11370,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0014409394158038044,"MULTILINESTRING ((-101.48767635599995 32.250917436000066, -101.48731247299997 32.25110728200008, -101.48703458199998 32.25127551200006, -101.48684802499997 32.25141977800007, -101.48667232699995 32.251568502000055, -101.48649411499997 32.25172871500007))"
12843,11541,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.015236572467781323,"MULTILINESTRING ((-95.53117376499995 32.67172058600005, -95.530918838 32.671683323000025, -95.52936437099999 32.67153883300006, -95.52735665999995 32.67132173300007, -95.52724784099996 32.67130814700005, -95.52715110299994 32.67129186600005, -95.52705524599997 32.67127336400006, -95.52219613099999 32.670182203000024, -95.52095192899998 32.66990171200007, -95.52072468299997 32.669858533000024, -95.52047754499995 32.66982312600004, -95.52023600999996 32.66979509600003, -95.52006840499996 32.66978483500003, -95.51989794599996 32.66978351100005, -95.51972437199998 32.669799287000046, -95.51956744999995 32.66982572500007, -95.51932599499997 32.66988786100006, -95.51905943599996 32.670004316000075, -95.51887428799995 32.67011214200005, -95.51872659399999 32.67023647700006, -95.51856478199994 32.67037364600003, -95.51834096199997 32.670537237000076, -95.51821342099998 32.67061658800003, -95.51802917499998 32.670705422000026, -95.51775652299995 32.67079892000004, -95.51711113799996 32.67094551400004, -95.51697519699997 32.67096232800003, -95.51688283799996 32.670964870000034, -95.51681329799999 32.67096058100003, -95.516750861 32.67094892500006, -95.51668653999997 32.670929595000075, -95.51661800799997 32.67090440700002, -95.51643728499994 32.67082589800003))"
12844,11542,UP,Union Pacific Railroad Company,Unknown,Industrial Lead,66,,,,,,0.002879551971810195,"MULTILINESTRING ((-95.52033080399997 32.66980609500007, -95.519846998 32.66982324600008, -95.519689181 32.66985141500004, -95.51948536199995 32.66991356500006, -95.51933245599997 32.669985360000055, -95.51910406699994 32.67012172600005, -95.51896821299994 32.67022768600003, -95.51880452999995 32.670378122000045, -95.51867125899997 32.670527621000076, -95.51860506499997 32.67064189700005, -95.51852764799997 32.67079529000006, -95.51848130599996 32.67093394400007, -95.51844 32.671064872000045, -95.518314133 32.67144968400004))"
12845,11543,UP,Union Pacific Railroad Company,Unknown,Industrial Lead,66,,,,,,0.001535271366192507,"MULTILINESTRING ((-95.51887428799995 32.67011214200005, -95.5186728 32.67030051900008, -95.51852197699998 32.670475098000054, -95.51844925799998 32.670579273000044, -95.51838287399994 32.67069748900008, -95.518341035 32.67079086500007, -95.51830357399996 32.67089032000007, -95.51823926699996 32.67111132300005, -95.51814254099997 32.67142404800006))"
12846,11544,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.013699925061672754,"MULTILINESTRING ((-95.52277505999996 32.67031221800005, -95.52252106699996 32.67022950000006, -95.52221235999997 32.67011981700006, -95.51996610299994 32.66930065300005, -95.51980987699994 32.66924538500007, -95.51963505599997 32.669199082000034, -95.51760981099994 32.66875091500003, -95.51661500399996 32.66851769400006, -95.51259570299999 32.66761966300004, -95.51012275099998 32.66706214300007, -95.50952926999997 32.66688899500008))"
12847,11545,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.005474739367194489,"MULTILINESTRING ((-95.51672135399997 32.66854262900006, -95.51691940299997 32.66860684100004, -95.51911438099995 32.66940776600006, -95.519237262 32.66944845300003, -95.51938099899996 32.66948025600004, -95.52097343299994 32.669830466000064, -95.52115305799998 32.66987117700006, -95.52132552099994 32.66991931600006, -95.52195157299997 32.670127070000035))"
12850,11548,UP,Union Pacific Railroad Company,Unknown,Industrial Lead,66,,,,,,0.009156302048361886,"MULTILINESTRING ((-95.48643436999998 32.66159810100004, -95.48607769199998 32.66146622600007, -95.48574443799998 32.661354456000026, -95.48535144199997 32.66121362200005, -95.48495965399997 32.661074694000035, -95.48484090199997 32.66103562400008, -95.48472566499998 32.661001888000044, -95.48456023499995 32.66096002900008, -95.48433955299998 32.66091034600004, -95.48418548899997 32.66086591900006, -95.48394338599996 32.66078137900007, -95.48373317699998 32.660692951000044, -95.48354102499997 32.66058127600007, -95.48283646699997 32.66009381200007, -95.48256442699994 32.65987549500005, -95.48236175499994 32.659682420000024, -95.48222893599996 32.65952816200007, -95.48211462899997 32.659386676000054, -95.48200295499998 32.65922371200003, -95.48185125599997 32.65899029000008, -95.48171615299998 32.65875940300003, -95.48159169199994 32.65853127300005, -95.48149063999995 32.65831338900006, -95.48141556799999 32.65812197500003, -95.48135134399996 32.657963393000045, -95.48127594999994 32.657742357000075, -95.48122156499994 32.657581367000034, -95.481175265 32.657417965000036, -95.48114224699998 32.65721052600003, -95.48098859599997 32.655409201000055))"
12851,11549,UP,Union Pacific Railroad Company,Unknown,Industrial Lead,66,,,,,,0.0038102040741949477,"MULTILINESTRING ((-95.48472566499998 32.661001888000044, -95.48575881099998 32.66122733800006, -95.48844449099994 32.66183126800007))"
12852,11550,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.003892745644954094,"MULTILINESTRING ((-95.48418548899997 32.66086591900006, -95.48437764699997 32.66087859900006, -95.48453092799997 32.660887408000065, -95.48465568299997 32.660884691000035, -95.484785376 32.660867160000066, -95.48490249099996 32.66085039600006, -95.48501987199995 32.66082796200004, -95.48514414499994 32.660801984000045, -95.48529602799994 32.660759932000076, -95.48557327099996 32.66066923500006, -95.48627612999996 32.66037944400006, -95.48785823299994 32.65971323100007))"
12853,11551,UP,Union Pacific Railroad Company,Unknown,Industrial Lead,66,,,,,,0.001458814992202281,"MULTILINESTRING ((-94.816689624 32.49861720500007, -94.81670918799995 32.49845382900003, -94.81674328899999 32.49826834300006, -94.81676525799998 32.49814045200003, -94.81679331899994 32.49801027800004, -94.81680270399994 32.49789450900005, -94.81683689799996 32.497168714000054))"
12854,11552,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.009708108983865824,"MULTILINESTRING ((-94.81398404999999 32.50332317200008, -94.81430259799998 32.50326049900008, -94.81452267999998 32.50319586200004, -94.81475717499995 32.50307962200003, -94.81493209599995 32.50297765800008, -94.81510922699994 32.50286928600008, -94.81524445099996 32.50274084000006, -94.81536523299997 32.50260425100004, -94.81544527299997 32.50250391600002, -94.81552020399994 32.50238822600005, -94.81559582499995 32.50225994200002, -94.81577727799998 32.50188842800003, -94.81648742399994 32.50021087700003, -94.81654720599994 32.500044109000044, -94.81659437199994 32.49987170700007, -94.81662687099998 32.499702315000036, -94.81664656599997 32.49952613600004, -94.81682121199998 32.49605212000006, -94.81687998199999 32.49477436400008))"
12855,11553,UP,Union Pacific Railroad Company,Unknown,Industrial Lead,66,,,,,,0.0010942873061219442,"MULTILINESTRING ((-94.816756608 32.49733720200004, -94.81674441899997 32.49711706900007, -94.81672532699997 32.49697744500003, -94.81668501399997 32.49684455400006, -94.81665505499996 32.49673984300006, -94.81663685099994 32.49663812800003, -94.81662839599994 32.496521650000034, -94.81664600499994 32.49625724100002))"
12856,11554,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0005230887863016026,"MULTILINESTRING ((-94.81300060299998 32.50337067300006, -94.81247964299996 32.503323529000056))"
12861,11698,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.005726814568785311,"MULTILINESTRING ((-94.76941293899995 32.49822177500005, -94.76945038399998 32.49804895900007, -94.76952111099996 32.49787748000006, -94.76960664299997 32.49773957200006, -94.76970724199998 32.49760563900003, -94.76977188599994 32.49753936500008, -94.76985025999994 32.49746981900006, -94.76995650899994 32.49738608200005, -94.770191045 32.49720728300008, -94.77034812399995 32.49709934100002, -94.77046442199998 32.497011789000055, -94.77059547099998 32.49689189000003, -94.77070867299994 32.496766886000046, -94.77081780899994 32.496621954000034, -94.77088399199994 32.49650384900008, -94.77094475999996 32.49635519100008, -94.77098408599994 32.49618745500004, -94.77101028499999 32.49580755300008, -94.77105319099996 32.49441245600008, -94.77111558699994 32.49311548700007))"
12862,11699,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0017869575190250337,"MULTILINESTRING ((-94.76977188599994 32.49753936500008, -94.77014967999997 32.49716045500003, -94.77022439999996 32.497075454000026, -94.77029750399998 32.49697891200003, -94.77038057599998 32.496865556000046, -94.77045603 32.49672702700008, -94.77050273099997 32.49657777900006, -94.77052777899996 32.496452532000035, -94.77054328999998 32.49633646700005, -94.77057899199997 32.49602035100003))"
