siteID,dateGMT,timeGMT,status,CO_COconc_channel,CO_COconc_flag,CO_COconc_value,O3_O3conc_channel,O3_O3conc_flag,O3_O3conc_value,SO2_SO2Conc_channel,SO2_SO2Conc_flag,SO2_SO2Conc_value,NOx_NO2conc_channel,NOx_NO2conc_flag,NOx_NO2conc_value,NOx_NOconc_channel,NOx_NOconc_flag,NOx_NOconc_value,NOy_NOyconc_channel,NOy_NOyconc_flag,NOy_NOyconc_value,TRH_Temp_channel,TRH_Temp_flag,TRH_Temp_value,TRH_RH_channel,TRH_RH_flag,TRH_RH_value,Baro_Press_channel,Baro_Press_flag,Baro_Press_value,RMY_WD_channel,RMY_WD_flag,RMY_WD_value,RMY_WS_channel,RMY_WS_flag,RMY_WS_value,Rain_Precip_channel,Rain_Precip_flag,Rain_Precip_value,QCref_channel,QCref_flag,QCref_value,QCstatus_channel,QCstatus_flag,QCstatus_value
695,23/09/20,05:00:00,0,27,Q,0,25,K,42.346,26,Q,0,29,K,10.037,28,K,0.055,34,K,4.037,6,K,80.293,38,K,55.351,9,K,1006.995,2,K,144.039,1,K,8.609,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,05:05:00,0,27,Q,0,25,K,42.705,26,Q,0,29,K,8.929,28,K,0.049,34,K,3.637,6,K,80.210,38,K,55.503,9,K,1006.869,2,K,149.828,1,K,8.418,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,05:10:00,0,27,Q,0,25,K,42.818,26,K,0.216,29,K,8.159,28,K,0.035,34,K,3.397,6,K,80.087,38,K,55.581,9,K,1006.829,2,K,146.954,1,K,7.846,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,05:15:00,0,27,K,132.459,25,K,43.150,26,K,0.137,29,K,7.412,28,K,0.026,34,K,3.157,6,K,80.017,38,K,55.623,9,K,1006.795,2,K,146.606,1,K,8.882,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,05:20:00,0,27,K,134.923,25,K,42.654,26,K,0.119,29,K,7.129,28,K,0.057,34,K,3.075,6,K,79.901,38,K,55.866,9,K,1006.773,2,K,145.942,1,K,8.485,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,05:25:00,0,27,K,136.388,25,K,43.140,26,K,0.129,29,K,6.383,28,K,0.025,34,K,2.845,6,K,79.825,38,K,56.003,9,K,1006.820,2,K,147.777,1,K,8.459,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,05:30:00,0,27,K,134.571,25,K,42.524,26,K,0.085,29,K,8.048,28,K,0.071,34,K,3.464,6,K,79.784,38,K,56.058,9,K,1006.823,2,K,141.544,1,K,9.351,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,05:35:00,0,27,K,131.499,25,K,41.715,26,K,0.127,29,K,9.151,28,K,0.089,34,K,3.687,6,K,79.618,38,K,56.515,9,K,1006.826,2,K,142.301,1,K,9.174,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,05:40:00,0,27,K,128.875,25,K,42.044,26,K,0.187,29,K,8.648,28,K,0.032,34,K,3.631,6,K,79.560,38,K,56.723,9,K,1006.805,2,K,140.420,1,K,8.784,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,05:45:00,0,27,K,124.747,25,K,40.706,26,K,0.123,29,K,10.464,28,K,0.058,34,K,4.152,6,K,79.438,38,K,57.184,9,K,1006.825,2,K,144.547,1,K,7.211,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,05:50:00,0,27,K,126.603,25,K,40.809,26,K,0.122,29,K,10.261,28,K,0.057,34,K,4.117,6,K,79.344,38,K,57.614,9,K,1006.874,2,K,147.960,1,K,7.163,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,05:55:00,0,27,K,132.843,25,K,40.625,26,K,0.102,29,K,10.444,28,K,-0.023,34,K,4.243,6,K,79.303,38,K,57.790,9,K,1006.961,2,K,144.224,1,K,5.869,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,06:00:00,0,27,Q,0,25,K,41.003,26,Q,0,29,K,10.543,28,K,0.020,34,K,4.044,6,K,79.298,38,K,57.910,9,K,1007.020,2,K,146.450,1,K,6.128,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,06:05:00,0,27,Q,0,25,K,41.123,26,Q,0,29,K,9.698,28,K,0.016,34,K,3.687,6,K,79.408,38,K,57.699,9,K,1007.097,2,K,144.677,1,K,6.117,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,06:10:00,0,27,Q,0,25,K,41.365,26,K,0.014,29,K,8.749,28,K,0.049,34,K,3.506,6,K,79.355,38,K,57.777,9,K,1007.095,2,K,145.553,1,K,5.186,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,06:15:00,0,27,K,112.565,25,K,40.007,26,K,0.060,29,K,12.719,28,K,0.027,34,K,4.740,6,K,79.338,38,K,57.886,9,K,1007.294,2,K,146.716,1,K,2.774,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,06:20:00,0,27,K,109.109,25,K,40.979,26,K,0.111,29,K,10.071,28,K,-0.020,34,K,3.762,6,K,79.379,38,K,57.724,9,K,1007.379,2,K,148.936,1,K,0.752,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,06:25:00,0,27,K,109.516,25,K,40.876,26,K,0.037,29,K,9.878,28,K,0.072,34,K,3.971,6,K,79.447,38,K,57.443,9,K,1007.367,2,K,145.775,1,K,0.104,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,06:30:00,0,27,K,106.095,25,K,38.882,26,K,0.069,29,K,10.830,28,K,0.004,34,K,4.350,6,K,79.463,38,K,57.275,9,K,1007.328,2,K,147.598,1,K,1.004,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,06:35:00,0,27,K,103.790,25,K,32.834,26,K,0.072,29,K,13.653,28,K,0.000,34,K,5.193,6,K,79.469,38,K,57.105,9,K,1007.222,2,K,147.721,1,K,1.595,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,06:40:00,0,27,K,105.333,25,K,18.614,26,K,0.047,29,K,20.845,28,K,0.043,34,K,7.336,6,K,79.417,38,K,57.043,9,K,1007.093,2,K,146.503,1,K,4.349,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,06:45:00,0,27,K,100.362,25,K,6.610,26,K,0.074,29,K,14.415,28,K,0.019,34,K,5.144,6,K,79.361,38,K,57.028,9,K,1007.076,2,K,155.832,1,K,5.650,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,06:50:00,0,27,K,93.045,25,K,10.177,26,K,0.093,29,K,15.214,28,K,0.022,34,K,5.356,6,K,79.249,38,K,57.054,9,K,1006.957,2,K,155.320,1,K,7.819,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,06:55:00,0,27,K,92.888,25,K,16.017,26,K,0.062,29,K,10.713,28,K,0.064,34,K,4.135,6,K,79.182,38,K,57.066,9,K,1006.837,2,K,151.231,1,K,7.898,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,07:00:00,0,27,Q,0,25,K,20.153,26,Q,0,29,K,11.126,28,K,-0.056,34,K,4.272,6,K,79.025,38,K,57.433,9,K,1006.823,2,K,150.775,1,K,7.080,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,07:05:00,0,27,Q,0,25,K,25.199,26,Q,0,29,K,10.431,28,K,0.088,34,K,3.977,6,K,78.883,38,K,57.811,9,K,1006.849,2,K,161.394,1,K,6.336,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,07:10:00,0,27,Q,0,25,K,28.477,26,K,0.167,29,K,12.127,28,K,0.066,34,K,4.718,6,K,78.936,38,K,57.683,9,K,1006.810,2,K,169.506,1,K,6.086,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,07:15:00,0,27,K,98.661,25,K,32.732,26,K,0.158,29,K,16.499,28,K,-0.021,34,K,6.036,6,K,78.895,38,K,57.753,9,K,1006.725,2,K,169.036,1,K,7.728,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,07:20:00,0,27,K,100.171,25,N,34.108,26,K,0.094,29,K,15.033,28,K,0.110,34,K,5.432,6,K,78.842,38,K,57.974,9,K,1006.720,2,K,173.540,1,K,6.329,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,07:25:00,0,27,K,102.435,25,N,0.000,26,K,0.165,29,K,15.965,28,K,0.017,34,K,5.767,6,K,78.740,38,K,58.268,9,K,1006.679,2,K,165.460,1,K,4.727,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,07:30:00,0,27,K,94.955,25,N,0.000,26,K,0.149,29,Q,0,28,Q,0,34,Q,0,6,K,78.616,38,K,58.529,9,K,1006.680,2,K,159.731,1,K,3.874,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,07:35:00,0,27,K,89.963,25,Q,0,26,K,0.156,29,Q,0,28,Q,0,34,Q,0,6,K,78.458,38,K,58.763,9,K,1006.644,2,K,153.018,1,K,5.501,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,07:40:00,0,27,K,91.179,25,Q,0,26,K,0.091,29,Q,0,28,Q,0,34,Q,0,6,K,78.437,38,K,58.757,9,K,1006.557,2,K,153.049,1,K,6.836,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,07:45:00,0,27,K,99.083,25,K,25.513,26,K,0.092,29,Q,0,28,Q,0,34,Q,0,6,K,78.434,38,K,58.704,9,K,1006.482,2,K,152.477,1,K,6.780,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,07:50:00,0,27,K,93.227,25,K,28.605,26,K,0.147,29,K,34.635,28,K,0.163,34,K,10.933,6,K,78.421,38,K,58.739,9,K,1006.465,2,K,150.559,1,K,7.176,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,07:55:00,0,27,K,93.323,25,K,23.635,26,K,0.137,29,K,44.028,28,K,0.283,34,K,13.715,6,K,78.600,38,K,58.426,9,K,1006.395,2,K,147.340,1,K,7.078,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,08:00:00,0,27,Q,0,25,K,-2.525,26,Q,0,29,K,50.443,28,K,0.270,34,K,14.992,6,K,78.615,38,K,58.378,9,K,1006.340,2,K,152.585,1,K,6.597,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,08:05:00,0,27,Q,0,25,K,2.932,26,Q,0,29,K,35.154,28,K,0.132,34,K,10.851,6,K,78.691,38,K,58.120,9,K,1006.179,2,K,153.480,1,K,8.785,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,08:10:00,0,27,Q,0,25,K,20.282,26,K,0.111,29,K,29.139,28,K,0.073,34,K,8.975,6,K,78.761,38,K,57.875,9,K,1006.038,2,K,148.535,1,K,9.729,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,08:15:00,0,27,K,114.763,25,K,14.528,26,K,0.101,29,K,23.875,28,K,0.063,34,K,7.643,6,K,78.787,38,K,57.800,9,K,1006.055,2,K,146.573,1,K,8.560,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,08:20:00,0,27,K,122.667,25,K,9.387,26,K,0.116,29,K,21.605,28,K,0.013,34,K,7.075,6,K,78.819,38,K,57.683,9,K,1006.052,2,K,142.659,1,K,7.870,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,08:25:00,0,27,K,117.771,25,K,7.714,26,K,0.153,29,K,19.892,28,K,-0.044,34,K,6.601,6,K,78.776,38,K,57.833,9,K,1006.073,2,K,141.340,1,K,7.471,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,08:30:00,0,27,K,112.427,25,K,21.559,26,K,0.141,29,K,21.698,28,K,0.043,34,K,7.098,6,K,78.798,38,K,57.739,9,K,1006.056,2,K,139.022,1,K,7.600,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,08:35:00,0,27,K,113.663,25,K,30.379,26,K,0.049,29,K,28.447,28,K,0.182,34,K,9.163,6,K,78.736,38,K,58.070,9,K,1006.054,2,K,139.464,1,K,7.375,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,08:40:00,0,27,K,124.107,25,K,32.725,26,K,0.113,29,K,26.396,28,K,0.118,34,K,8.420,6,K,78.664,38,K,58.351,9,K,1006.117,2,K,143.553,1,K,5.893,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,08:45:00,0,27,K,128.107,25,K,33.338,26,K,0.148,29,K,26.976,28,K,0.162,34,K,8.662,6,K,78.808,38,K,57.959,9,K,1006.199,2,K,137.201,1,K,4.018,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,08:50:00,0,27,K,132.875,25,K,32.935,26,K,0.093,29,K,29.503,28,K,0.090,34,K,9.218,6,K,78.803,38,K,57.920,9,K,1006.177,2,K,142.641,1,K,5.359,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,08:55:00,0,27,K,136.715,25,K,27.402,26,K,0.108,29,K,48.097,28,K,0.175,34,K,14.515,6,K,78.764,38,K,58.069,9,K,1006.177,2,K,138.702,1,K,5.087,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,09:00:00,0,27,Q,0,25,K,29.675,26,Q,0,29,K,43.177,28,K,0.176,34,K,13.792,6,K,78.781,38,K,58.057,9,K,1006.167,2,K,134.030,1,K,4.598,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,09:05:00,0,27,Q,0,25,K,28.223,26,Q,0,29,K,50.305,28,K,0.332,34,K,15.920,6,K,78.790,38,K,58.112,9,K,1006.182,2,K,132.479,1,K,5.585,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,09:10:00,0,27,Q,0,25,K,30.325,26,K,0.034,29,K,52.296,28,K,0.515,34,K,15.278,6,K,78.827,38,K,58.055,9,K,1006.184,2,K,131.041,1,K,5.488,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,09:15:00,0,27,K,122.709,25,K,35.757,26,K,-0.077,29,K,29.459,28,K,0.129,34,K,9.028,6,K,78.947,38,K,57.675,9,K,1006.214,2,K,126.058,1,K,4.907,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,09:20:00,0,27,K,117.525,25,K,37.436,26,K,-0.068,29,K,24.973,28,K,0.258,34,K,8.177,6,K,79.136,38,K,57.200,9,K,1006.232,2,K,123.152,1,K,5.477,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,09:25:00,0,27,K,115.989,25,K,40.336,26,K,-0.024,29,K,17.565,28,K,0.089,34,K,5.725,6,K,79.141,38,K,57.078,9,K,1006.208,2,K,129.711,1,K,4.938,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,09:30:00,0,27,K,113.653,25,K,30.231,26,K,0.039,29,K,36.607,28,K,0.254,34,K,12.502,6,K,79.144,38,K,57.083,9,K,1006.187,2,K,135.371,1,K,3.313,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,09:35:00,0,27,K,120.622,25,K,25.611,26,K,-0.005,29,K,63.539,28,K,0.779,34,K,19.204,6,K,79.084,38,K,57.269,9,K,1006.166,2,K,140.066,1,K,2.912,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,09:40:00,0,27,K,113.845,25,K,31.624,26,K,-0.001,29,K,46.619,28,K,0.342,34,K,14.299,6,K,79.109,38,K,57.214,9,K,1006.128,2,K,138.148,1,K,4.048,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,09:45:00,0,27,K,108.565,25,K,31.793,26,K,0.040,29,K,44.782,28,K,0.225,34,K,14.624,6,K,79.240,38,K,56.850,9,K,1006.162,2,K,142.164,1,K,4.586,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,09:50:00,0,27,K,103.349,25,K,33.968,26,K,0.025,29,K,40.688,28,K,0.236,34,K,12.579,6,K,79.179,38,K,56.931,9,K,1006.193,2,K,140.670,1,K,3.965,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,09:55:00,0,27,K,102.453,25,K,33.632,26,K,0.008,29,K,38.110,28,K,0.210,34,K,12.144,6,K,79.230,38,K,56.721,9,K,1006.242,2,K,139.331,1,K,3.386,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,10:00:00,0,27,Q,0,25,K,34.689,26,Q,0,29,K,32.924,28,K,0.201,34,K,11.125,6,K,79.162,38,K,56.829,9,K,1006.260,2,K,141.345,1,K,3.690,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,10:05:00,0,27,Q,0,25,K,40.169,26,Q,0,29,K,22.050,28,K,0.078,34,K,7.260,6,K,79.238,38,K,56.606,9,K,1006.268,2,K,145.100,1,K,3.863,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,10:10:00,0,27,Q,0,25,K,39.805,26,K,0.027,29,K,19.049,28,K,0.040,34,K,6.833,6,K,79.299,38,K,56.371,9,K,1006.326,2,K,142.262,1,K,4.119,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,10:15:00,0,27,K,116.757,25,K,39.404,26,K,0.075,29,K,21.474,28,K,0.096,34,K,7.185,6,K,79.262,38,K,56.460,9,K,1006.348,2,K,143.360,1,K,4.063,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,10:20:00,0,27,K,115.445,25,K,41.855,26,K,0.022,29,K,15.390,28,K,0.114,34,K,5.362,6,K,79.247,38,K,56.545,9,K,1006.347,2,K,145.607,1,K,3.862,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,10:25:00,0,27,K,119.684,25,K,42.910,26,K,0.064,29,K,13.276,28,K,0.125,34,K,4.883,6,K,79.237,38,K,56.587,9,K,1006.337,2,K,139.850,1,K,3.064,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,10:30:00,0,27,K,122.101,25,K,33.153,26,K,0.039,29,K,38.973,28,K,0.145,34,K,12.875,6,K,79.272,38,K,56.555,9,K,1006.404,2,K,132.339,1,K,2.165,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,10:35:00,0,27,K,125.841,25,K,29.577,26,K,0.075,29,K,58.728,28,K,0.645,34,K,19.408,6,K,79.442,38,K,56.245,9,K,1006.422,2,K,124.649,1,K,3.401,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,10:40:00,0,27,K,115.765,25,K,36.510,26,K,0.085,29,K,41.973,28,K,0.465,34,K,12.606,6,K,79.637,38,K,55.687,9,K,1006.466,2,K,120.609,1,K,3.229,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,10:45:00,0,27,K,122.531,25,K,29.411,26,K,0.030,29,K,57.212,28,K,1.246,34,K,18.364,6,K,79.612,38,K,55.759,9,K,1006.429,2,K,124.885,1,K,2.557,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,10:50:00,0,27,K,120.885,25,K,26.207,26,K,0.062,29,K,66.433,28,K,1.971,34,K,21.152,6,K,79.525,38,K,56.012,9,K,1006.406,2,K,125.847,1,K,3.744,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,10:55:00,0,27,K,125.589,25,K,31.617,26,K,0.072,29,K,50.394,28,K,1.304,34,K,15.263,6,K,79.571,38,K,56.020,9,K,1006.431,2,K,121.362,1,K,4.306,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,11:00:00,0,27,Q,0,25,K,33.927,26,Q,0,29,K,35.820,28,K,0.505,34,K,11.074,6,K,79.632,38,K,55.841,9,K,1006.462,2,K,121.134,1,K,4.510,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,11:05:00,0,27,Q,0,25,K,36.460,26,Q,0,29,K,25.925,28,K,0.498,34,K,9.833,6,K,79.610,38,K,55.958,9,K,1006.469,2,K,121.463,1,K,4.342,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,11:10:00,0,27,Q,0,25,K,31.275,26,K,0.090,29,K,43.740,28,K,0.648,34,K,14.193,6,K,79.638,38,K,55.868,9,K,1006.522,2,K,119.156,1,K,2.672,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,11:15:00,0,27,K,190.368,25,K,33.752,26,K,0.053,29,K,36.182,28,K,0.109,34,K,11.601,6,K,79.731,38,K,55.533,9,K,1006.560,2,K,130.135,1,K,2.777,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,11:20:00,0,27,K,193.504,25,K,22.803,26,K,0.040,29,K,56.705,28,K,1.337,34,K,18.500,6,K,79.840,38,K,55.195,9,K,1006.574,2,K,130.225,1,K,3.491,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,11:25:00,0,27,K,215.072,25,K,17.193,26,K,0.181,29,K,74.599,28,K,0.719,34,K,23.123,6,K,79.789,38,K,55.302,9,K,1006.630,2,K,133.121,1,K,3.247,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,11:30:00,0,27,K,211.264,25,K,8.002,26,K,0.179,29,K,114.350,28,K,19.170,34,K,40.816,6,K,79.719,38,K,55.512,9,K,1006.550,2,K,142.681,1,K,4.524,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,11:35:00,0,27,K,189.760,25,K,20.047,26,K,0.194,29,K,97.266,28,K,32.901,34,K,39.542,6,K,79.618,38,K,55.780,9,K,1006.485,2,K,144.900,1,K,5.741,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,11:40:00,0,27,K,171.239,25,K,36.423,26,K,0.180,29,K,35.173,28,K,1.151,34,K,10.496,6,K,79.621,38,K,55.822,9,K,1006.362,2,K,152.379,1,K,7.325,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,11:45:00,0,27,K,165.696,25,K,29.108,26,K,0.065,29,K,56.391,28,K,0.382,34,K,17.770,6,K,79.791,38,K,55.515,9,K,1006.277,2,K,157.148,1,K,8.492,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,11:50:00,0,27,K,155.136,25,K,31.218,26,K,0.039,29,K,57.030,28,K,0.496,34,K,18.117,6,K,79.880,38,K,55.361,9,K,1006.242,2,K,158.486,1,K,8.462,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,11:55:00,0,27,K,137.312,25,K,40.944,26,K,0.144,29,K,20.847,28,K,0.141,34,K,7.259,6,K,79.799,38,K,55.545,9,K,1006.196,2,K,157.514,1,K,8.970,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,12:00:00,0,27,Q,0,25,K,40.708,26,Q,0,29,K,22.397,28,K,0.060,34,K,7.797,6,K,79.829,38,K,55.516,9,K,1006.259,2,K,156.892,1,K,9.322,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,12:05:00,0,27,Q,0,25,K,46.917,26,Q,0,29,K,10.284,28,K,0.049,34,K,3.734,6,K,79.872,38,K,55.396,9,K,1006.257,2,K,159.233,1,K,9.643,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,12:10:00,0,27,Q,0,25,K,47.108,26,K,0.068,29,K,8.792,28,K,0.077,34,K,3.390,6,K,79.967,38,K,55.351,9,K,1006.225,2,K,159.030,1,K,10.332,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,12:15:00,0,27,K,98.016,25,K,45.981,26,K,0.073,29,K,10.761,28,K,0.073,34,K,3.959,6,K,79.769,38,K,55.660,9,K,1006.212,2,K,159.588,1,K,10.330,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,12:20:00,0,27,K,107.296,25,K,45.385,26,K,0.079,29,K,14.849,28,K,0.184,34,K,5.149,6,K,79.607,38,K,56.104,9,K,1006.258,2,K,157.781,1,K,10.525,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,12:25:00,0,27,K,118.190,25,K,43.797,26,K,0.050,29,K,20.140,28,K,0.475,34,K,7.037,6,K,79.427,38,K,56.506,9,K,1006.294,2,K,157.003,1,K,9.684,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,12:30:00,0,27,K,142.223,25,K,40.012,26,K,0.079,29,K,27.668,28,K,0.817,34,K,9.113,6,K,79.354,38,K,56.858,9,K,1006.351,2,K,155.450,1,K,9.525,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,12:35:00,0,27,K,169.898,25,K,35.593,26,K,0.058,29,K,36.454,28,K,1.733,34,K,12.485,6,K,79.381,38,K,57.012,9,K,1006.412,2,K,155.953,1,K,8.602,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,12:40:00,0,27,K,279.371,25,K,25.909,26,K,0.042,29,K,58.651,28,K,5.726,34,K,19.497,6,K,79.067,38,K,57.671,9,K,1006.481,2,K,149.788,1,K,7.202,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,12:45:00,0,27,K,286.000,25,K,26.163,26,K,0.141,29,K,54.941,28,K,10.311,34,K,20.171,6,K,79.001,38,K,57.996,9,K,1006.449,2,K,153.096,1,K,8.206,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,12:50:00,0,27,K,331.680,25,K,22.566,26,K,0.109,29,K,66.436,28,K,12.896,34,K,23.589,6,K,79.041,38,K,58.090,9,K,1006.508,2,K,151.452,1,K,7.713,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,12:55:00,0,27,K,355.136,25,K,19.249,26,K,0.130,29,K,76.176,28,K,15.692,34,K,26.721,6,K,79.155,38,K,57.943,9,K,1006.592,2,K,150.487,1,K,6.438,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,13:00:00,0,27,Q,0,25,K,17.961,26,Q,0,29,K,69.336,28,K,22.154,34,K,29.010,6,K,79.240,38,K,57.959,9,K,1006.665,2,K,148.291,1,K,4.993,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,13:05:00,0,27,Q,0,25,K,18.270,26,Q,0,29,K,66.304,28,K,24.773,34,K,28.773,6,K,79.383,38,K,57.803,9,K,1006.702,2,K,148.545,1,K,5.019,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,13:10:00,0,27,Q,0,25,K,21.073,26,K,0.130,29,K,64.284,28,K,19.172,34,K,25.233,6,K,79.576,38,K,57.623,9,K,1006.743,2,K,152.857,1,K,4.868,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,13:15:00,0,27,K,279.141,25,K,25.157,26,K,0.098,29,K,54.915,28,K,12.668,34,K,21.252,6,K,79.833,38,K,56.992,9,K,1006.795,2,K,155.018,1,K,6.168,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,13:20:00,0,27,K,279.243,25,K,26.193,26,K,0.162,29,K,53.044,28,K,13.480,34,K,20.263,6,K,80.065,38,K,56.558,9,K,1006.803,2,K,154.558,1,K,5.871,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,13:25:00,0,27,K,260.587,25,K,27.868,26,K,0.036,29,K,47.936,28,K,11.030,34,K,18.140,6,K,80.267,38,K,56.181,9,K,1006.787,2,K,157.493,1,K,6.953,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,13:30:00,0,27,K,238.347,25,K,31.317,26,K,0.172,29,K,40.218,28,K,8.238,34,K,15.441,6,K,80.615,38,K,55.635,9,K,1006.805,2,K,158.479,1,K,7.630,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,13:35:00,0,27,K,236.907,25,K,32.215,26,K,0.091,29,K,39.273,28,K,8.449,34,K,14.792,6,K,80.940,38,K,55.288,9,K,1006.823,2,K,164.839,1,K,6.504,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,13:40:00,0,27,K,206.763,25,K,34.478,26,K,0.100,29,K,32.835,28,K,7.269,34,K,12.498,6,K,81.124,38,K,54.628,9,K,1006.838,2,K,153.697,1,K,9.616,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,13:45:00,0,27,K,213.835,25,K,33.417,26,K,0.092,29,K,35.876,28,K,8.168,34,K,14.072,6,K,81.427,38,K,54.128,9,K,1006.800,2,K,157.134,1,K,8.092,8,K,0.000,50,K,0,51,K,99000
695,23/09/20,13:50:00,0,27,K,187.499,25,K,34.388,26,K,0.126,29,K,32.996,28,K,7.954,34,K,12.754,6,K,81.570,38,K,53.576,9,K,1006.779,2,K,151.174,1,K,10.932,8,K,0.000,50,K,0,51,K,99000
